Data,Ruota,1,2,3,4,5
28/10/1950,BA,37,15,89,26,85
04/11/1950,BA,37,74,88,90,65
11/11/1950,BA,41,86,49,23,30
18/11/1950,BA,44,89,7,4,71
25/11/1950,BA,52,64,48,2,62
02/12/1950,BA,87,47,17,68,45
09/12/1950,BA,62,72,56,12,1
16/12/1950,BA,69,16,7,87,73
23/12/1950,BA,80,56,10,69,1
30/12/1950,BA,23,41,19,63,44
06/01/1951,BA,49,81,65,84,9
13/01/1951,BA,65,43,60,79,8
20/01/1951,BA,68,52,12,66,62
27/01/1951,BA,81,53,26,78,62
03/02/1951,BA,20,81,52,17,32
10/02/1951,BA,86,50,16,15,27
17/02/1951,BA,27,88,85,26,15
24/02/1951,BA,15,78,68,49,81
03/03/1951,BA,59,6,69,79,66
10/03/1951,BA,51,75,5,52,29
17/03/1951,BA,50,13,37,76,20
24/03/1951,BA,82,53,12,52,63
31/03/1951,BA,1,70,44,82,86
07/04/1951,BA,19,88,15,2,12
14/04/1951,BA,32,71,81,19,40
21/04/1951,BA,76,17,65,58,81
28/04/1951,BA,67,77,39,52,11
05/05/1951,BA,33,32,73,56,86
12/05/1951,BA,60,70,41,84,17
19/05/1951,BA,32,16,68,49,52
26/05/1951,BA,15,69,16,42,47
01/06/1951,BA,15,28,57,40,52
09/06/1951,BA,22,42,73,15,67
16/06/1951,BA,53,59,31,71,11
23/06/1951,BA,52,25,26,22,80
30/06/1951,BA,75,67,59,55,32
07/07/1951,BA,44,53,69,40,85
14/07/1951,BA,71,39,35,81,16
21/07/1951,BA,59,60,62,89,17
28/07/1951,BA,66,79,6,48,15
04/08/1951,BA,79,73,7,9,66
11/08/1951,BA,24,6,21,50,38
18/08/1951,BA,53,69,30,55,9
25/08/1951,BA,56,48,74,90,49
01/09/1951,BA,60,50,83,36,65
08/09/1951,BA,83,11,54,19,55
15/09/1951,BA,23,2,71,68,1
22/09/1951,BA,87,64,70,21,28
29/09/1951,BA,73,70,89,7,18
06/10/1951,BA,72,54,33,89,56
13/10/1951,BA,46,26,29,50,59
20/10/1951,BA,50,82,77,46,89
27/10/1951,BA,6,72,54,69,75
03/11/1951,BA,89,68,69,59,22
10/11/1951,BA,12,50,84,18,47
17/11/1951,BA,52,90,75,53,46
24/11/1951,BA,8,88,87,82,51
01/12/1951,BA,4,31,1,57,35
10/12/1951,BA,16,72,63,54,34
15/12/1951,BA,74,78,46,47,32
22/12/1951,BA,50,43,35,88,82
28/12/1951,BA,70,61,35,45,50
05/01/1952,BA,13,75,17,50,26
12/01/1952,BA,82,54,30,85,60
19/01/1952,BA,18,25,85,58,63
26/01/1952,BA,87,5,15,37,28
02/02/1952,BA,89,8,18,75,6
09/02/1952,BA,59,21,43,18,87
16/02/1952,BA,71,59,31,17,67
23/02/1952,BA,68,16,71,63,80
01/03/1952,BA,81,42,86,4,65
08/03/1952,BA,10,83,62,23,7
15/03/1952,BA,61,16,31,17,10
22/03/1952,BA,33,53,26,65,76
29/03/1952,BA,13,67,30,10,8
05/04/1952,BA,40,9,19,70,71
12/04/1952,BA,35,68,23,14,29
19/04/1952,BA,30,4,3,65,89
26/04/1952,BA,62,56,31,15,58
